xmin,ymin,xmax,ymax,confidence,class,name
742.9747924804688,48.3955078125,1141.844482421875,720.0,0.8810517191886902,0,person
442.0076599121094,437.52239990234375,496.6539611816406,709.9735717773438,0.6752129197120667,27,tie
123.02426147460938,193.28741455078125,715.6619873046875,719.7238159179688,0.6658146977424622,0,person
982.8031616210938,308.4173583984375,1027.3658447265625,419.98699951171875,0.2600755989551544,27,tie
